Participant,Block,,Trial,,
401021,4,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,541
401021,4,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,467
401021,4,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,484
401021,4,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,601
401021,4,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,701
401021,4,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,509
401021,4,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,545
401021,4,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,393
401021,4,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,397
401021,4,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,425
401021,4,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,537
401021,5,"White People,Black People",Black People,incorrect,1610
401021,5,"White People,Black People",Black People,correct,970
401021,5,"White People,Black People",White People,correct,510
401021,5,"White People,Black People",White People,correct,674
401021,5,"White People,Black People",White People,correct,506
401021,5,"White People,Black People",Black People,correct,606
401021,5,"White People,Black People",White People,correct,562
401021,5,"White People,Black People",Black People,correct,562
401021,5,"White People,Black People",Black People,correct,513
401021,5,"White People,Black People",White People,correct,501
401021,5,"White People,Black People",Black People,correct,578
401021,5,"White People,Black People",Black People,correct,474
401021,5,"White People,Black People",Black People,incorrect,1102
401021,5,"White People,Black People",Black People,correct,731
401021,5,"White People,Black People",White People,correct,527
401021,5,"White People,Black People",White People,correct,531
401021,5,"White People,Black People",Black People,correct,651
401021,5,"White People,Black People",White People,correct,515
401021,5,"White People,Black People",Black People,correct,494
401021,5,"White People,Black People",Black People,correct,635
401021,5,"White People,Black People",White People,correct,871
401021,5,"White People,Black People",Black People,correct,895
401021,5,"White People,Black People",White People,correct,477
401021,5,"White People,Black People",Black People,correct,543
401021,5,"White People,Black People",Black People,correct,523
401021,5,"White People,Black People",Black People,correct,455
401021,5,"White People,Black People",Black People,correct,583
401021,5,"White People,Black People",White People,correct,519
401021,5,"White People,Black People",Black People,correct,739
401021,5,"White People,Black People",White People,correct,614
401021,5,"White People,Black People",Black People,correct,556
401021,5,"White People,Black People",White People,incorrect,1660
401021,5,"White People,Black People",White People,correct,956
401021,5,"White People,Black People",Black People,correct,712
401021,5,"White People,Black People",White People,correct,668
401021,5,"White People,Black People",White People,correct,607
401021,5,"White People,Black People",White People,correct,480
401021,5,"White People,Black People",White People,correct,483
401021,5,"White People,Black People",White People,correct,496
401021,5,"White People,Black People",White People,correct,596
401021,6,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,534
401021,6,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,558
401021,6,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,550
401021,6,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,558
401021,6,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,928
401021,6,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,524
401021,6,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,616
401021,6,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,597
401021,6,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,489
401021,6,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,773
401021,6,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,597
401021,6,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,545
401021,6,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,450
401021,6,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,665
401021,6,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,777
401021,6,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,513
401021,6,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,533
401021,6,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,573
401021,6,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,902
401021,6,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,582
401021,7,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,495
401021,7,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,742
401021,7,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,467
401021,7,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,723
401021,7,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,763
401021,7,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,582
401021,7,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,535
401021,7,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,incorrect,1303
401021,7,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,959
401021,7,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,699
401021,7,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,923
401021,7,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,507
401021,7,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,630
401021,7,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,548
401021,7,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,540
401021,7,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,564
401021,7,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,684
401021,7,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,500
401021,7,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,536
401021,7,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,1103
401021,7,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,644
401021,7,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,712
401021,7,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,324
401021,7,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,484
401021,7,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,855
401021,7,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,548
401021,7,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,485
401021,7,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,841
401021,7,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,485
401021,7,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,457
401021,7,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,1384
401021,7,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,682
401021,7,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,incorrect,1281
401021,7,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,1137
401021,7,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,842
401021,7,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,502
401021,7,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,570
401021,7,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,incorrect,1018
401021,7,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,802
401021,7,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,722
418670,1,"White People,Black People",White People,correct,575
418670,1,"White People,Black People",Black People,correct,385
418670,1,"White People,Black People",White People,correct,487
418670,1,"White People,Black People",White People,correct,488
418670,1,"White People,Black People",Black People,correct,500
418670,1,"White People,Black People",White People,correct,396
418670,1,"White People,Black People",Black People,correct,445
418670,1,"White People,Black People",Black People,correct,460
418670,1,"White People,Black People",White People,correct,481
418670,1,"White People,Black People",White People,correct,567
418670,1,"White People,Black People",Black People,correct,449
418670,1,"White People,Black People",White People,correct,599
418670,1,"White People,Black People",Black People,correct,383
418670,1,"White People,Black People",Black People,correct,1334
418670,1,"White People,Black People",White People,correct,451
418670,1,"White People,Black People",Black People,correct,532
418670,1,"White People,Black People",Black People,correct,434
418670,1,"White People,Black People",White People,correct,484
418670,1,"White People,Black People",White People,correct,490
418670,1,"White People,Black People",Black People,correct,1170
418670,2,"Pleasant,Unpleasant",Pleasant,correct,984
418670,2,"Pleasant,Unpleasant",Unpleasant,correct,536
418670,2,"Pleasant,Unpleasant",Pleasant,correct,614
418670,2,"Pleasant,Unpleasant",Unpleasant,correct,565
418670,2,"Pleasant,Unpleasant",Pleasant,correct,583
418670,2,"Pleasant,Unpleasant",Pleasant,correct,539
418670,2,"Pleasant,Unpleasant",Unpleasant,correct,508
418670,2,"Pleasant,Unpleasant",Unpleasant,incorrect,1002
418670,2,"Pleasant,Unpleasant",Unpleasant,correct,552
418670,2,"Pleasant,Unpleasant",Pleasant,correct,515
418670,2,"Pleasant,Unpleasant",Unpleasant,correct,515
418670,2,"Pleasant,Unpleasant",Unpleasant,correct,578
418670,2,"Pleasant,Unpleasant",Pleasant,correct,567
418670,2,"Pleasant,Unpleasant",Pleasant,correct,534
418670,2,"Pleasant,Unpleasant",Unpleasant,correct,605
418670,2,"Pleasant,Unpleasant",Pleasant,correct,541
418670,2,"Pleasant,Unpleasant",Unpleasant,correct,492
418670,2,"Pleasant,Unpleasant",Pleasant,correct,711
418670,2,"Pleasant,Unpleasant",Pleasant,correct,492
418670,2,"Pleasant,Unpleasant",Unpleasant,correct,583
418670,3,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,1032
418670,3,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,748
418670,3,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,564
418670,3,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,518
418670,3,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,504
418670,3,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,539
418670,3,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,504
418670,3,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,474
418670,3,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,600
418670,3,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,incorrect,784
418670,3,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,552
418670,3,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,488
418670,3,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,incorrect,905
418670,3,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,503
418670,3,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,474
418670,3,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,520
418670,3,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,511
418670,3,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,541
418670,3,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,667
418670,3,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,454
418670,4,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,710
418670,4,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,560
418670,4,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,629
418670,4,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,514
418670,4,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,526
418670,4,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,383
418670,4,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,769
418670,4,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,434
418670,4,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,705
418670,4,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,504
418670,4,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,602
418670,4,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,incorrect,1197
418670,4,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,508
418670,4,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,482
418670,4,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,508
418670,4,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,457
418670,4,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,561
418670,4,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,462
418670,4,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,455
418670,4,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,503
418670,4,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,579
418670,4,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,509
418670,4,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,508
418670,4,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,526
418670,4,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,496
418670,4,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,578
418670,4,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,438
418670,4,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,516
418670,4,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,432
418670,4,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,543
418670,4,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,incorrect,997
418670,4,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,674
418670,4,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,636
418670,4,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,496
418670,4,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,527
418670,4,"White People/Pleasant,Black People/Unpleasant",White People/Pleasant,correct,569
418670,4,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,580
418670,4,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,470
418670,4,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,correct,477
418670,4,"White People/Pleasant,Black People/Unpleasant",Black People/Unpleasant,incorrect,794
418670,5,"Black People,White People",White People,incorrect,1375
418670,5,"Black People,White People",White People,correct,514
418670,5,"Black People,White People",Black People,correct,491
418670,5,"Black People,White People",Black People,correct,572
418670,5,"Black People,White People",Black People,correct,425
418670,5,"Black People,White People",White People,correct,494
418670,5,"Black People,White People",Black People,correct,691
418670,5,"Black People,White People",White People,correct,590
418670,5,"Black People,White People",Black People,correct,496
418670,5,"Black People,White People",White People,incorrect,841
418670,5,"Black People,White People",Black People,correct,493
418670,5,"Black People,White People",White People,correct,588
418670,5,"Black People,White People",Black People,correct,484
418670,5,"Black People,White People",Black People,correct,495
418670,5,"Black People,White People",Black People,correct,572
418670,5,"Black People,White People",Black People,correct,429
418670,5,"Black People,White People",White People,correct,544
418670,5,"Black People,White People",Black People,correct,542
418670,5,"Black People,White People",Black People,correct,728
418670,5,"Black People,White People",White People,correct,617
418670,5,"Black People,White People",Black People,correct,480
418670,5,"Black People,White People",Black People,correct,427
418670,5,"Black People,White People",White People,correct,457
418670,5,"Black People,White People",White People,correct,415
418670,5,"Black People,White People",Black People,correct,570
418670,5,"Black People,White People",White People,incorrect,1108
418670,5,"Black People,White People",Black People,correct,687
418670,5,"Black People,White People",White People,correct,509
418670,5,"Black People,White People",Black People,correct,530
418670,5,"Black People,White People",White People,correct,625
418670,5,"Black People,White People",White People,correct,602
418670,5,"Black People,White People",Black People,correct,538
418670,5,"Black People,White People",Black People,correct,723
418670,5,"Black People,White People",Black People,correct,523
418670,5,"Black People,White People",White People,correct,533
418670,5,"Black People,White People",White People,incorrect,1308
418670,5,"Black People,White People",White People,correct,712
418670,5,"Black People,White People",White People,correct,478
418670,5,"Black People,White People",White People,correct,417
418670,5,"Black People,White People",White People,correct,345
418670,6,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,599
418670,6,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,595
418670,6,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,554
418670,6,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,642
418670,6,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,515
418670,6,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,538
418670,6,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,499
418670,6,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,721
418670,6,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,808
418670,6,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,521
418670,6,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,472
418670,6,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,698
418670,6,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,545
418670,6,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,668
418670,6,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,510
418670,6,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,445
418670,6,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,570
418670,6,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,515
418670,6,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,527
418670,6,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,598
418670,7,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,583
418670,7,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,756
418670,7,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,532
418670,7,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,615
418670,7,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,568
418670,7,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,493
418670,7,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,511
418670,7,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,560
418670,7,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,514
418670,7,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,769
418670,7,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,509
418670,7,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,545
418670,7,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,479
418670,7,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,580
418670,7,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,506
418670,7,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,545
418670,7,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,564
418670,7,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,713
418670,7,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,532
418670,7,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,485
418670,7,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,393
418670,7,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,413
418670,7,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,520
418670,7,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,529
418670,7,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,687
418670,7,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,incorrect,1393
418670,7,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,756
418670,7,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,633
418670,7,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,517
418670,7,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,764
418670,7,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,405
418670,7,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,547
418670,7,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,604
418670,7,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,678
418670,7,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,594
418670,7,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,554
418670,7,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,543
418670,7,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,546
418670,7,"Black People/Pleasant,White People/Unpleasant",White People/Unpleasant,correct,517
418670,7,"Black People/Pleasant,White People/Unpleasant",Black People/Pleasant,correct,421
419450,1,"White People,Black People",Black People,correct,1126
419450,1,"White People,Black People",White People,correct,626
419450,1,"White People,Black People",White People,correct,681
419450,1,"White People,Black People",Black People,correct,557
419450,1,"White People,Black People",White People,correct,611
419450,1,"White People,Black People",White People,correct,627
419450,1,"White People,Black People",White People,correct,621
419450,1,"White People,Black People",White People,correct,530
419450,1,"White People,Black People",White People,correct,478
419450,1,"White People,Black People",White People,correct,519
419450,1,"White People,Black People",White People,correct,500
419450,1,"White People,Black People",Black People,correct,483
419450,1,"White People,Black People",Black People,correct,466
419450,1,"White People,Black People",Black People,correct,480
419450,1,"White People,Black People",Black People,correct,484
419450,1,"White People,Black People",Black People,correct,437
419450,1,"White People,Black People",White People,correct,566
419450,1,"White People,Black People",Black People,correct,490
419450,1,"White People,Black People",Black People,correct,512
419450,1,"White People,Black People",Black People,correct,471
419450,2,"Positive,Negative",Positive,correct,906
419450,2,"Positive,Negative",Positive,correct,557
419450,2,"Positive,Negative",Positive,correct,523
419450,2,"Positive,Negative",Negative,correct,630
419450,2,"Positive,Negative",Negative,correct,681
419450,2,"Positive,Negative",Positive,correct,624
419450,2,"Positive,Negative",Negative,correct,579
419450,2,"Positive,Negative",Positive,correct,576
419450,2,"Positive,Negative",Negative,correct,633
419450,2,"Positive,Negative",Positive,correct,649
419450,2,"Positive,Negative",Negative,correct,743
419450,2,"Positive,Negative",Negative,incorrect,1354
419450,2,"Positive,Negative",Negative,correct,510
419450,2,"Positive,Negative",Positive,correct,634
419450,2,"Positive,Negative",Negative,correct,766
419450,2,"Positive,Negative",Positive,correct,618
419450,2,"Positive,Negative",Negative,correct,786
419450,2,"Positive,Negative",Positive,correct,541
419450,2,"Positive,Negative",Positive,incorrect,1286
419450,2,"Positive,Negative",Negative,correct,785
419450,3,"White People/Positive,Black People/Negative",White People/Positive,correct,839
419450,3,"White People/Positive,Black People/Negative",Black People/Negative,correct,773
419450,3,"White People/Positive,Black People/Negative",Black People/Negative,correct,760
419450,3,"White People/Positive,Black People/Negative",Black People/Negative,correct,756
419450,3,"White People/Positive,Black People/Negative",Black People/Negative,correct,588
419450,3,"White People/Positive,Black People/Negative",Black People/Negative,correct,835
419450,3,"White People/Positive,Black People/Negative",Black People/Negative,correct,550
419450,3,"White People/Positive,Black People/Negative",Black People/Negative,correct,730
419450,3,"White People/Positive,Black People/Negative",Black People/Negative,correct,600
419450,3,"White People/Positive,Black People/Negative",White People/Positive,correct,654
419450,3,"White People/Positive,Black People/Negative",White People/Positive,correct,622
419450,3,"White People/Positive,Black People/Negative",White People/Positive,correct,744
419450,3,"White People/Positive,Black People/Negative",Black People/Negative,correct,743
419450,3,"White People/Positive,Black People/Negative",Black People/Negative,correct,765
419450,3,"White People/Positive,Black People/Negative",White People/Positive,correct,680
419450,3,"White People/Positive,Black People/Negative",White People/Positive,correct,664
419450,3,"White People/Positive,Black People/Negative",White People/Positive,correct,655
419450,3,"White People/Positive,Black People/Negative",White People/Positive,correct,736
419450,3,"White People/Positive,Black People/Negative",White People/Positive,correct,655
419450,3,"White People/Positive,Black People/Negative",White People/Positive,correct,608
419450,4,"White People/Positive,Black People/Negative",White People/Positive,correct,528
419450,4,"White People/Positive,Black People/Negative",White People/Positive,correct,883
419450,4,"White People/Positive,Black People/Negative",Black People/Negative,correct,619
419450,4,"White People/Positive,Black People/Negative",Black People/Negative,correct,593
419450,4,"White People/Positive,Black People/Negative",Black People/Negative,correct,517
419450,4,"White People/Positive,Black People/Negative",White People/Positive,correct,776
419450,4,"White People/Positive,Black People/Negative",White People/Positive,correct,564
419450,4,"White People/Positive,Black People/Negative",White People/Positive,correct,816
419450,4,"White People/Positive,Black People/Negative",Black People/Negative,correct,571
419450,4,"White People/Positive,Black People/Negative",White People/Positive,correct,649
419450,4,"White People/Positive,Black People/Negative",Black People/Negative,correct,561
419450,4,"White People/Positive,Black People/Negative",Black People/Negative,correct,576
419450,4,"White People/Positive,Black People/Negative",Black People/Negative,correct,595
419450,4,"White People/Positive,Black People/Negative",White People/Positive,correct,741
419450,4,"White People/Positive,Black People/Negative",Black People/Negative,correct,622
419450,4,"White People/Positive,Black People/Negative",Black People/Negative,correct,571
419450,4,"White People/Positive,Black People/Negative",White People/Positive,correct,572
419450,4,"White People/Positive,Black People/Negative",White People/Positive,correct,500
419450,4,"White People/Positive,Black People/Negative",Black People/Negative,correct,619
419450,4,"White People/Positive,Black People/Negative",Black People/Negative,correct,508
419450,4,"White People/Positive,Black People/Negative",Black People/Negative,correct,531
419450,4,"White People/Positive,Black People/Negative",White People/Positive,correct,553
419450,4,"White People/Positive,Black People/Negative",White People/Positive,correct,556
419450,4,"White People/Positive,Black People/Negative",Black People/Negative,correct,729
419450,4,"White People/Positive,Black People/Negative",Black People/Negative,correct,654
419450,4,"White People/Positive,Black People/Negative",Black People/Negative,correct,660
419450,4,"White People/Positive,Black People/Negative",Black People/Negative,correct,610
419450,4,"White People/Positive,Black People/Negative",White People/Positive,correct,653
419450,4,"White People/Positive,Black People/Negative",White People/Positive,correct,606
419450,4,"White People/Positive,Black People/Negative",White People/Positive,correct,701
419450,4,"White People/Positive,Black People/Negative",White People/Positive,correct,514
419450,4,"White People/Positive,Black People/Negative",White People/Positive,correct,575
419450,4,"White People/Positive,Black People/Negative",White People/Positive,correct,600
419450,4,"White People/Positive,Black People/Negative",Black People/Negative,correct,606
419450,4,"White People/Positive,Black People/Negative",White People/Positive,correct,650
419450,4,"White People/Positive,Black People/Negative",Black People/Negative,correct,638
419450,4,"White People/Positive,Black People/Negative",White People/Positive,correct,632
419450,4,"White People/Positive,Black People/Negative",Black People/Negative,correct,567
419450,4,"White People/Positive,Black People/Negative",White People/Positive,correct,632
419450,4,"White People/Positive,Black People/Negative",Black People/Negative,correct,584
419450,5,"Black People,White People",Black People,correct,535
419450,5,"Black People,White People",Black People,correct,730
419450,5,"Black People,White People",Black People,correct,474
419450,5,"Black People,White People",White People,correct,530
419450,5,"Black People,White People",Black People,correct,505
419450,5,"Black People,White People",Black People,correct,553
419450,5,"Black People,White People",White People,correct,632
419450,5,"Black People,White People",Black People,correct,541
419450,5,"Black People,White People",White People,correct,506
419450,5,"Black People,White People",White People,correct,631
419450,5,"Black People,White People",Black People,correct,534
419450,5,"Black People,White People",Black People,correct,460
419450,5,"Black People,White People",Black People,correct,478
419450,5,"Black People,White People",White People,correct,509
419450,5,"Black People,White People",Black People,correct,513
419450,5,"Black People,White People",Black People,correct,583
419450,5,"Black People,White People",Black People,correct,587
419450,5,"Black People,White People",Black People,correct,403
419450,5,"Black People,White People",White People,correct,549
419450,5,"Black People,White People",Black People,correct,542
